Postcode,PostcodeNS,LSOA11,MSOA11,WardCodeONSNSPL,WardNameONSNSPL,ConstituencyCodeONSNSPL,ConstituencyNameONSNSPL,CCG,WardCodeCurrent,WardNameCurrent,ConstituencyCodeCurrent,ConstituencyNameCurrent,Latitude,Longitude,DateOfTermination
BD22 8RB,BD228RB,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.834198,-1.941192,
BD22 8RD,BD228RD,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.835307,-1.941568,
BD22 8RE,BD228RE,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.833689,-1.940202,
BD22 8RF,BD228RF,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.835981,-1.940868,
BD22 8RG,BD228RG,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.833745,-1.943743,199112
BD22 8RH,BD228RH,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.828918,-1.944767,
BD22 8RJ,BD228RJ,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.829359,-1.944675,
BD22 8RL,BD228RL,E01010857,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.827939,-1.944936,
BD22 8RN,BD228RN,E01010857,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.828335,-1.945968,
BD22 8RP,BD228RP,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.828559,-1.945786,
BD22 8RQ,BD228RQ,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.830985,-1.943169,
BD22 8RR,BD228RR,E01010857,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.82842,-1.944528,
BD22 8RS,BD228RS,E01010857,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.826977,-1.944086,
BD22 8RT,BD228RT,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.8368,-1.94228,
BD22 8RU,BD228RU,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.834156,-1.94046,
BD22 8RX,BD228RX,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.834256,-1.941888,
BD22 8RY,BD228RY,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.833474,-1.942148,
BD22 8RZ,BD228RZ,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.833726,-1.942482,
BD22 8SA,BD228SA,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.83405,-1.942861,
BD22 8SB,BD228SB,E01010856,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.827191,-1.948479,
BD22 8SD,BD228SD,E01010857,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.826534,-1.947356,
BD22 8SE,BD228SE,E01010857,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.82595,-1.947007,
BD22 8WR,BD228WR,E01010710,E02002190,E05001355,Keighley Central,E14000766,Keighley,E38000232,E05001355,Keighley Central,E14000766,Keighley,53.86514,-1.914338,200805
BD22 8WS,BD228WS,E01010710,E02002190,E05001355,Keighley Central,E14000766,Keighley,E38000232,E05001355,Keighley Central,E14000766,Keighley,53.865086,-1.914125,201702
BD22 8WT,BD228WT,E01010710,E02002190,E05001355,Keighley Central,E14000766,Keighley,E38000232,E05001355,Keighley Central,E14000766,Keighley,53.86514,-1.914338,200911
BD22 8WU,BD228WU,E01010710,E02002190,E05001355,Keighley Central,E14000766,Keighley,E38000232,E05001355,Keighley Central,E14000766,Keighley,53.86514,-1.914338,200602
BD22 8WW,BD228WW,E01010710,E02002190,E05001355,Keighley Central,E14000766,Keighley,E38000232,E05001355,Keighley Central,E14000766,Keighley,53.86514,-1.914338,200602
BD22 8WX,BD228WX,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.834041,-1.942846,200405
BD22 8WY,BD228WY,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.834041,-1.942846,200507
BD22 8WZ,BD228WZ,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.834041,-1.942846,200503
BD22 8XA,BD228XA,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.833743,-1.940704,199606
BD22 8YE,BD228YE,E01010710,E02002190,E05001355,Keighley Central,E14000766,Keighley,E38000232,E05001355,Keighley Central,E14000766,Keighley,53.86514,-1.914338,200109
BD22 8YF,BD228YF,E01010710,E02002190,E05001355,Keighley Central,E14000766,Keighley,E38000232,E05001355,Keighley Central,E14000766,Keighley,53.86514,-1.914338,200109
BD22 8YG,BD228YG,E01010856,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.830736,-1.950098,200009
BD22 8YH,BD228YH,E01010710,E02002190,E05001355,Keighley Central,E14000766,Keighley,E38000232,E05001355,Keighley Central,E14000766,Keighley,53.86514,-1.914338,201203
BD22 8YJ,BD228YJ,E01010856,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.830736,-1.950098,200006
BD22 8YL,BD228YL,E01010856,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.830736,-1.950098,200006
BD22 8YN,BD228YN,E01010710,E02002190,E05001355,Keighley Central,E14000766,Keighley,E38000232,E05001355,Keighley Central,E14000766,Keighley,53.86514,-1.914338,200602
BD22 8YP,BD228YP,E01010856,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.830736,-1.950098,200105
BD22 8YQ,BD228YQ,E01010710,E02002190,E05001355,Keighley Central,E14000766,Keighley,E38000232,E05001355,Keighley Central,E14000766,Keighley,53.86514,-1.914338,201211
BD22 8YR,BD228YR,E01010710,E02002190,E05001355,Keighley Central,E14000766,Keighley,E38000232,E05001355,Keighley Central,E14000766,Keighley,53.86514,-1.914338,200404
BD22 8YS,BD228YS,E01010856,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.830736,-1.950098,199812
BD22 8YT,BD228YT,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.833743,-1.940704,200009
BD22 8YU,BD228YU,E01010710,E02002190,E05001355,Keighley Central,E14000766,Keighley,E38000232,E05001355,Keighley Central,E14000766,Keighley,53.86514,-1.914338,200109
BD22 8YW,BD228YW,E01010710,E02002190,E05001355,Keighley Central,E14000766,Keighley,E38000232,E05001355,Keighley Central,E14000766,Keighley,53.86514,-1.914338,200603
BD22 8YX,BD228YX,E01010710,E02002190,E05001355,Keighley Central,E14000766,Keighley,E38000232,E05001355,Keighley Central,E14000766,Keighley,53.86514,-1.914338,201007
BD22 8YY,BD228YY,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.833743,-1.940704,199501
BD22 8YZ,BD228YZ,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.833743,-1.940704,199501
BD22 8ZY,BD228ZY,E01010710,E02002190,E05001355,Keighley Central,E14000766,Keighley,E38000232,E05001355,Keighley Central,E14000766,Keighley,53.86514,-1.914338,200604
BD22 9AA,BD229AA,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.840385,-1.92492,
BD22 9AB,BD229AB,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.840079,-1.924586,
BD22 9AD,BD229AD,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.834892,-1.93701,
BD22 9AE,BD229AE,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.838598,-1.927704,
BD22 9AF,BD229AF,E01010857,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.82476,-1.95135,199212
BD22 9AG,BD229AG,E01010857,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.812857,-1.971305,
BD22 9AH,BD229AH,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.838968,-1.929755,
BD22 9AJ,BD229AJ,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.838815,-1.928707,
BD22 9AL,BD229AL,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.839174,-1.928311,200408
BD22 9AN,BD229AN,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.838788,-1.928859,201002
BD22 9AP,BD229AP,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.838285,-1.929346,
BD22 9AQ,BD229AQ,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.83983,-1.928933,
BD22 9AR,BD229AR,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.83823,-1.92854,199012
BD22 9AS,BD229AS,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.838419,-1.928449,200808
BD22 9AT,BD229AT,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.837449,-1.929499,
BD22 9AU,BD229AU,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.837305,-1.929758,
BD22 9AW,BD229AW,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.837589,-1.929593,
BD22 9AX,BD229AX,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.837224,-1.929773,
BD22 9AY,BD229AY,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.837009,-1.929713,
BD22 9BA,BD229BA,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.836964,-1.930108,
BD22 9BB,BD229BB,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.836901,-1.92947,
BD22 9BD,BD229BD,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.837315,-1.930426,
BD22 9BE,BD229BE,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.837324,-1.930305,
BD22 9BG,BD229BG,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.83661,-1.930962,
BD22 9BH,BD229BH,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.836443,-1.931157,
BD22 9BJ,BD229BJ,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.836709,-1.930871,
BD22 9BL,BD229BL,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.836044,-1.931586,
BD22 9BN,BD229BN,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.836838,-1.930032,
BD22 9BP,BD229BP,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.836587,-1.930048,
BD22 9BQ,BD229BQ,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.836749,-1.930853,
BD22 9BS,BD229BS,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.836407,-1.930306,
BD22 9BT,BD229BT,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.836039,-1.931112,
BD22 9BU,BD229BU,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.834767,-1.930038,
BD22 9BW,BD229BW,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.835003,-1.927558,
BD22 9BX,BD229BX,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.834781,-1.931418,
BD22 9BY,BD229BY,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.834673,-1.93119,
BD22 9BZ,BD229BZ,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.835776,-1.92783,
BD22 9DA,BD229DA,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.834637,-1.93116,
BD22 9DB,BD229DB,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.835597,-1.929077,
BD22 9DD,BD229DD,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.835983,-1.928256,
BD22 9DE,BD229DE,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.834025,-1.930143,
BD22 9DF,BD229DF,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.835607,-1.929593,
BD22 9DG,BD229DG,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.83567,-1.930399,
BD22 9DH,BD229DH,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.83479,-1.931874,
BD22 9DJ,BD229DJ,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.834453,-1.931559,
BD22 9DL,BD229DL,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.83525,-1.934943,
BD22 9DN,BD229DN,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.835582,-1.933651,
BD22 9DP,BD229DP,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.835398,-1.93332,
BD22 9DQ,BD229DQ,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.833674,-1.92946,
BD22 9DR,BD229DR,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.836526,-1.934409,
BD22 9DS,BD229DS,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.83649,-1.933604,
BD22 9DT,BD229DT,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.836346,-1.934743,
BD22 9DU,BD229DU,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.835434,-1.933669,
BD22 9DW,BD229DW,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.835125,-1.93666,
BD22 9DX,BD229DX,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.83506,-1.933363,
BD22 9DY,BD229DY,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.835034,-1.933682,
BD22 9DZ,BD229DZ,E01010857,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.814156,-1.955615,
BD22 9EA,BD229EA,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.834693,-1.935415,
BD22 9EB,BD229EB,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.834908,-1.934518,
BD22 9ED,BD229ED,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.835106,-1.935004,
BD22 9EE,BD229EE,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.834917,-1.934579,
BD22 9EF,BD229EF,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.834976,-1.933974,
BD22 9EG,BD229EG,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.834906,-1.938107,
BD22 9EH,BD229EH,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.83472,-1.935491,
BD22 9EJ,BD229EJ,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.834766,-1.937268,
BD22 9EL,BD229EL,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.834793,-1.9378,
BD22 9EN,BD229EN,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.836483,-1.937661,
BD22 9EP,BD229EP,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.836852,-1.938648,
BD22 9EQ,BD229EQ,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.834765,-1.935141,
BD22 9ER,BD229ER,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.835575,-1.938012,
BD22 9ES,BD229ES,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.835675,-1.939501,
BD22 9ET,BD229ET,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.835216,-1.938559,
BD22 9EU,BD229EU,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.835261,-1.938681,
BD22 9EW,BD229EW,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.837651,-1.937249,
BD22 9EX,BD229EX,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.834884,-1.939578,
BD22 9EY,BD229EY,E01010854,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.834946,-1.938453,
BD22 9EZ,BD229EZ,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.835989,-1.939455,
BD22 9FA,BD229FA,E01010857,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.811953,-1.963624,
BD22 9FB,BD229FB,E01010857,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.811989,-1.963745,
BD22 9HA,BD229HA,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.837165,-1.936262,
BD22 9HB,BD229HB,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.83554,-1.939182,199405
BD22 9HD,BD229HD,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.809054,-1.950354,
BD22 9HE,BD229HE,E01010861,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.836356,-1.936005,
BD22 9HF,BD229HF,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.810513,-1.949545,
BD22 9HG,BD229HG,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.808248,-1.948925,
BD22 9HH,BD229HH,E01010857,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.812767,-1.945381,
BD22 9HJ,BD229HJ,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.813255,-1.951227,
BD22 9HL,BD229HL,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.810603,-1.94877,
BD22 9HN,BD229HN,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.80858,-1.94774,
BD22 9HP,BD229HP,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.809426,-1.949166,
BD22 9HQ,BD229HQ,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.810801,-1.950182,
BD22 9HR,BD229HR,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.808769,-1.94859,
BD22 9HS,BD229HS,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.806909,-1.948516,
BD22 9HT,BD229HT,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.808581,-1.949851,199512
BD22 9HU,BD229HU,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.808586,-1.94961,
BD22 9HW,BD229HW,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.810163,-1.950076,
BD22 9HX,BD229HX,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.808572,-1.949744,
BD22 9HY,BD229HY,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.808051,-1.949639,
BD22 9HZ,BD229HZ,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.810783,-1.950881,
BD22 9JA,BD229JA,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.808275,-1.950003,
BD22 9JB,BD229JB,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.808572,-1.950261,
BD22 9JD,BD229JD,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.808249,-1.950823,
BD22 9JE,BD229JE,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.807215,-1.95087,
BD22 9JF,BD229JF,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.809732,-1.949986,
BD22 9JG,BD229JG,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.810064,-1.950183,
BD22 9JH,BD229JH,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.807377,-1.951917,
BD22 9JJ,BD229JJ,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.811008,-1.950926,
BD22 9JL,BD229JL,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.811404,-1.950956,
BD22 9JN,BD229JN,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.811745,-1.951047,
BD22 9JP,BD229JP,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.811454,-1.952325,
BD22 9JQ,BD229JQ,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.808734,-1.950534,
BD22 9JR,BD229JR,E01010858,E02002205,E05001369,Worth Valley,E14000766,Keighley,E38000232,E05001369,Worth Valley,E14000766,Keighley,53.811871,-1.951183,
